"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
-0.364102038264724	-0.378587513300949	-0.458729490122872	-0.298445536479025	-0.0144854750362245	1
-0.364102038264724	-0.344822667237733	-0.46216895395987	-0.227476380515596	0.0192793710269915	1
-0.364102038264724	-0.303060558372069	-0.389471343052457	-0.216649773691681	0.0610414798926555	1
-0.364102038264724	-0.410926582720784	-0.479692252255958	-0.342160913185609	-0.0468245444560595	1
-0.364102038264724	-0.477052436781268	-0.553103735178915	-0.401001138383621	-0.112950398516544	1
-0.364102038264724	-0.412299999578588	-0.522225965498686	-0.30237403365849	-0.0481979613138635	1
-0.364102038264724	-0.346175394859212	-0.418062890730309	-0.274287898988116	0.0179266434055125	1
-0.364102038264724	-0.38645018355545	-0.482607689525465	-0.290292677585436	-0.0223481452907255	1
-0.364102038264724	-0.436294479239935	-0.511919306387571	-0.360669652092299	-0.0721924409752105	1
-0.364102038264724	-0.442596771631199	-0.547924513225258	-0.337269030037139	-0.0784947333664745	1
-0.364102038264724	-0.323702844699963	-0.464121235587903	-0.183284453812024	0.0403991935647615	1
-0.364102038264724	-0.419278361863895	-0.516450336799523	-0.322106386928268	-0.0551763235991705	1
-0.364102038264724	-0.513188029651472	-0.59120569464637	-0.435170364656575	-0.149085991386748	1
-0.364102038264724	-0.386597950852055	-0.480616572488258	-0.292579329215853	-0.0224959125873305	1
-0.364102038264724	-0.38596494155053	-0.486088772806681	-0.28584111029438	-0.0218629032858055	1
-0.364102038264724	-0.461049230376555	-0.55194898223641	-0.370149478516699	-0.0969471921118305	1
-0.364102038264724	-0.422297058611506	-0.512530817934752	-0.33206329928826	-0.0581950203467815	1
-0.364102038264724	-0.369830330510488	-0.44091842206134	-0.298742238959636	-0.00572829224576354	1
-0.364102038264724	-0.312572431598949	-0.403469102603363	-0.221675760594536	0.0515296066657755	1
-0.364102038264724	-0.345312880323215	-0.473549224509517	-0.217076536136912	0.0187891579415095	1
-0.364102038264724	-0.458327934130964	-0.553805644501373	-0.362850223760555	-0.0942258958662395	1
-0.364102038264724	-0.423152843335047	-0.527750395304961	-0.318555291365133	-0.0590508050703225	1
-0.364102038264724	-0.410506609966823	-0.492846618000987	-0.32816660193266	-0.0464045717020985	1
-0.364102038264724	-0.332716056065388	-0.453173915907623	-0.212258196223154	0.0313859821993365	1
-0.364102038264724	-0.433083005452297	-0.522199657571054	-0.34396635333354	-0.0689809671875725	1
-0.364102038264724	-0.401967792101416	-0.500958326532845	-0.302977257669988	-0.0378657538366915	1
-0.364102038264724	-0.48051003094898	-0.576375705606896	-0.384644356291065	-0.116407992684256	1
-0.364102038264724	-0.365626224740628	-0.432308222937465	-0.298944226543791	-0.00152418647590352	1
-0.364102038264724	-0.415111945761328	-0.515610569405206	-0.31461332211745	-0.0510099074966035	1
-0.364102038264724	-0.442450394447083	-0.539202605013792	-0.345698183880375	-0.0783483561823585	1
-0.364102038264724	-0.410156085822035	-0.499001914139083	-0.321310257504986	-0.0460540475573105	1
-0.364102038264724	-0.421460591733996	-0.509960297402129	-0.332960886065864	-0.0573585534692715	1
-0.364102038264724	-0.368706699484121	-0.464954477509874	-0.272458921458368	-0.00460466121939651	1
-0.364102038264724	-0.369818743532603	-0.462676940857236	-0.276960546207971	-0.00571670526787854	1
-0.364102038264724	-0.37791662564977	-0.477551255212365	-0.278281996087176	-0.0138145873850455	1
-0.364102038264724	-0.329678878500171	-0.430080805743421	-0.229276951256921	0.0344231597645535	1
-0.364102038264724	-0.413121524083678	-0.505542503913089	-0.320700544254267	-0.0490194858189535	1
-0.364102038264724	-0.369553031595452	-0.48870084796865	-0.250405215222255	-0.00545099333072752	1
-0.364102038264724	-0.460456390488618	-0.567901025578659	-0.353011755398578	-0.0963543522238935	1
-0.364102038264724	-0.389210479079259	-0.489345033903612	-0.289075924254907	-0.0251084408145345	1
-0.364102038264724	-0.35645446670806	-0.465737815353927	-0.247171118062193	0.00764757155666446	1
-0.364102038264724	-0.395415944445523	-0.485864436307879	-0.304967452583166	-0.0313139061807985	1
-0.364102038264724	-0.463842620539498	-0.561454599808785	-0.366230641270212	-0.0997405822747735	1
-0.364102038264724	-0.370421372241496	-0.463990686439812	-0.27685205804318	-0.00631933397677154	1
-0.364102038264724	-0.370841320664246	-0.473961717093753	-0.26772092423474	-0.00673928239952154	1
-0.364102038264724	-0.426150179002301	-0.51744603174127	-0.334854326263333	-0.0620481407375765	1
-0.364102038264724	-0.359346156021561	-0.454422977126195	-0.264269334916927	0.00475588224316348	1
-0.364102038264724	-0.320644034991581	-0.415186590830056	-0.226101479153105	0.0434580032731435	1
-0.364102038264724	-0.423939167965994	-0.510465822465489	-0.3374125134665	-0.0598371297012695	1
-0.364102038264724	-0.377693312839306	-0.47985067046246	-0.275535955216152	-0.0135912745745815	1
-0.364102038264724	-0.401767767107063	-0.501523316448912	-0.302012217765215	-0.0376657288423385	1
-0.364102038264724	-0.462123729578559	-0.549924620285513	-0.374322838871606	-0.0980216913138345	1
-0.364102038264724	-0.292441978841629	-0.414243481573938	-0.170640476109319	0.0716600594230955	1
-0.364102038264724	-0.39043626578655	-0.500027620402069	-0.28084491117103	-0.0263342275218255	1
-0.364102038264724	-0.414796956360705	-0.516358372783053	-0.313235539938358	-0.0506949180959805	1
-0.364102038264724	-0.412808955611395	-0.517165712545165	-0.308452198677625	-0.0487069173466705	1
-0.364102038264724	-0.362167114426131	-0.445103849724879	-0.279230379127384	0.00193492383859351	1
-0.364102038264724	-0.323983939623571	-0.428320077491019	-0.219647801756122	0.0401180986411535	1
-0.364102038264724	-0.463397453651747	-0.549260850707471	-0.377534056596024	-0.0992954153870225	1
-0.364102038264724	-0.400753112751603	-0.48645572622746	-0.315050499275747	-0.0366510744868785	1
-0.364102038264724	-0.38403458051716	-0.445302241596623	-0.322766919437696	-0.0199325422524355	1
-0.364102038264724	-0.358625628618694	-0.421401278514849	-0.295849978722539	0.00547640964603047	1
-0.364102038264724	-0.322518893808044	-0.431937570069035	-0.213100217547053	0.0415831444566805	1
-0.364102038264724	-0.509011184717771	-0.595921870393209	-0.422100499042333	-0.144909146453046	1
-0.364102038264724	-0.457764569064354	-0.557921830778363	-0.357607307350344	-0.0936625307996295	1
-0.364102038264724	-0.442036018508976	-0.535187939419573	-0.348884097598379	-0.0779339802442515	1
-0.364102038264724	-0.334294639117814	-0.446322919834457	-0.222266358401172	0.0298073991469105	1
-0.364102038264724	-0.374257183403842	-0.471311106112523	-0.27720326069516	-0.0101551451391175	1
-0.364102038264724	-0.388869321959819	-0.488467540592957	-0.289271103326681	-0.0247672836950945	1
