"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
-0.382924922548026	-0.408143986833146	-0.463786754063222	-0.352501219603071	-0.0252190642851199	1
-0.382924922548026	-0.408170375229806	-0.4651131180462	-0.351227632413412	-0.0252454526817799	1
-0.382924922548026	-0.456403243950782	-0.509457667150918	-0.403348820750645	-0.073478321402756	1
-0.382924922548026	-0.413432097893082	-0.47364762069693	-0.353216575089234	-0.0305071753450559	1
-0.382924922548026	-0.419431054641991	-0.48306869085207	-0.355793418431913	-0.0365061320939649	1
-0.382924922548026	-0.418702612000912	-0.472685185771143	-0.364720038230682	-0.035777689452886	1
-0.382924922548026	-0.449171333403784	-0.504109206917714	-0.394233459889854	-0.0662464108557579	1
-0.382924922548026	-0.400658010164392	-0.465590275930124	-0.335725744398661	-0.0177330876163659	1
-0.382924922548026	-0.44843985957954	-0.510773828355233	-0.386105890803847	-0.065514937031514	1
-0.382924922548026	-0.409918300320511	-0.469170637353125	-0.350665963287896	-0.0269933777724849	1
-0.382924922548026	-0.384605402329085	-0.438343666270759	-0.33086713838741	-0.00168047978105895	1
-0.382924922548026	-0.425699527071232	-0.480537905711747	-0.370861148430718	-0.0427746045232059	1
-0.382924922548026	-0.397779898224551	-0.447723432345803	-0.347836364103298	-0.0148549756765249	1
-0.382924922548026	-0.437690827464473	-0.51804376788976	-0.357337887039186	-0.054765904916447	1
-0.382924922548026	-0.422317001004361	-0.474775032617817	-0.369858969390904	-0.0393920784563349	1
-0.382924922548026	-0.381344636000306	-0.452257970557609	-0.310431301443002	0.00158028654772008	1
-0.382924922548026	-0.441780984256933	-0.513213768203889	-0.370348200309976	-0.0588560617089069	1
-0.382924922548026	-0.412268344301459	-0.46370903077557	-0.360827657827348	-0.0293434217534329	1
-0.382924922548026	-0.42202960681412	-0.478773066535935	-0.365286147092305	-0.0391046842660939	1
-0.382924922548026	-0.394299181066372	-0.448035004555183	-0.340563357577562	-0.0113742585183459	1
-0.382924922548026	-0.401600865936703	-0.476182760085164	-0.327018971788243	-0.018675943388677	1
-0.382924922548026	-0.434403486124761	-0.488964688597464	-0.379842283652057	-0.0514785635767349	1
-0.382924922548026	-0.386747042543861	-0.441076698181833	-0.332417386905889	-0.00382211999583493	1
-0.382924922548026	-0.367396094887839	-0.417156352257183	-0.317635837518494	0.0155288276601871	1
-0.382924922548026	-0.333747800960056	-0.38986194443015	-0.277633657489961	0.0491771215879701	1
-0.382924922548026	-0.435847676341317	-0.505442891058715	-0.366252461623919	-0.0529227537932909	1
-0.382924922548026	-0.394246194807766	-0.464593456736068	-0.323898932879463	-0.0113212722597399	1
-0.382924922548026	-0.387171745263194	-0.45081375664424	-0.323529733882148	-0.00424682271516791	1
-0.382924922548026	-0.396929491972929	-0.454422031270651	-0.339436952675208	-0.0140045694249029	1
-0.382924922548026	-0.427112872740698	-0.479543529325124	-0.374682216156272	-0.0441879501926719	1
