"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"
-0.346864415760343	-0.350002233805959	-0.338001804593441	-0.338025798559378	-0.341096416632318	-0.337218163517209	-0.329140826288538	-0.328355283369154	-0.329957757067889
-0.00158526177892014	-0.00472307982453582	0.00727734938798218	0.00725335542204467	0.0041827373491049	0.00806099046421432	0.0161383276928854	0.0169238706122688	0.0153213969135343
0.10173678212295	0.101889879847505	0.211524372686217	0.214405891346754	0.211690070642157	0.215239058472609	0.283688303619958	0.284546098574065	0.277612223399578
0.647	0.606	0.954	0.961	0.9325	0.9575	0.9885	0.989	0.988
-0.346734880327959	-0.34986258037777	-0.345905312021921	-0.34548680125651	-0.349028767243356	-0.344740067321562	-0.344677118935287	-0.343889343878525	-0.236954461954228
-0.00145572634653571	-0.00458342639634743	-0.000626158040497732	-0.000207647275087308	-0.0037496132619333	0.000539086659860685	0.000602035046136128	0.00138981010289844	0.108324692027195
0.101703658551168	0.101846784941252	0.193932775034539	0.197341949740732	0.194165935925152	0.197650758241196	0.257493429956208	0.257845189574095	0.204985720842581
0.649	0.607	0.9305	0.9335	0.906	0.9315	0.982	0.9815	0.414
