"V1"	"V2"	"V3"	"V4"	"V5"	"V6"
-0.364102038264724	-0.31390111474652	-0.410304114175384	-0.217498115317656	0.0502009235182045	1
-0.364102038264724	-0.346663614494386	-0.466983471891526	-0.226343757097247	0.0174384237703385	1
-0.364102038264724	-0.522449168148703	-0.610968202362521	-0.433930133934884	-0.158347129883979	1
-0.364102038264724	-0.406215824233674	-0.502228881529459	-0.310202766937889	-0.0421137859689495	1
-0.364102038264724	-0.327249707908392	-0.431158194712395	-0.223341221104388	0.0368523303563325	1
-0.364102038264724	-0.359258471176055	-0.441024679555235	-0.277492262796875	0.00484356708866945	1
-0.364102038264724	-0.456174375666427	-0.542268927013825	-0.370079824319029	-0.0920723374017025	1
-0.364102038264724	-0.326888453061593	-0.447544841187215	-0.206232064935971	0.0372135852031315	1
-0.364102038264724	-0.368839386230304	-0.441268055857408	-0.296410716603201	-0.00473734796557951	1
-0.364102038264724	-0.323543098747962	-0.429154883046375	-0.217931314449551	0.0405589395167625	1
-0.364102038264724	-0.375147626297639	-0.45278121759777	-0.297514034997509	-0.0110455880329145	1
-0.364102038264724	-0.342513780718673	-0.43928606892061	-0.245741492516737	0.0215882575460515	1
-0.364102038264724	-0.390624821074748	-0.494306051853259	-0.286943590296238	-0.0265227828100235	1
-0.364102038264724	-0.355775870861005	-0.467277565040159	-0.24427417668185	0.0083261674037195	1
-0.364102038264724	-0.471352527583828	-0.558968340267867	-0.383736714899789	-0.107250489319104	1
-0.364102038264724	-0.403486378739722	-0.47603417432188	-0.330938583157563	-0.0393843404749975	1
-0.364102038264724	-0.405142898259166	-0.483952569981316	-0.326333226537016	-0.0410408599944415	1
-0.364102038264724	-0.402110997695548	-0.504233073925575	-0.29998892146552	-0.0380089594308235	1
-0.364102038264724	-0.397753084257445	-0.478656960173618	-0.316849208341271	-0.0336510459927205	1
-0.364102038264724	-0.388079252836646	-0.447592069422226	-0.328566436251066	-0.0239772145719215	1
-0.364102038264724	-0.369646496965023	-0.470077203217795	-0.269215790712252	-0.00554445870029852	1
-0.364102038264724	-0.428349666332416	-0.542886581982419	-0.313812750682413	-0.0642476280676915	1
-0.364102038264724	-0.340751110295326	-0.43783205151426	-0.243670169076393	0.0233509279693985	1
-0.364102038264724	-0.375041724460341	-0.442610709767601	-0.307472739153081	-0.0109396861956165	1
-0.364102038264724	-0.331082919052444	-0.428671524806974	-0.233494313297914	0.0330191192122805	1
-0.364102038264724	-0.380721266277019	-0.497618726468857	-0.263823806085181	-0.0166192280122945	1
-0.364102038264724	-0.307202015527153	-0.417221297489675	-0.197182733564631	0.0569000227375715	1
-0.364102038264724	-0.350874031855996	-0.441116501825545	-0.260631561886447	0.0132280064087285	1
-0.364102038264724	-0.39772098237898	-0.483302867426544	-0.312139097331417	-0.0336189441142555	1
