"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.127196982259615	-0.0634387002072425	-0.0290610840424307	0.0146441191480923	0.112270820535804
"alpha_b1"	-2.53877619461509	-1.96921629396958	-1.72022232476296	-1.49797397071488	-1.12359086279094
"alpha_s1"	-3.8593735848637	-1.24745497277507	0.117379600939197	1.45930590379463	3.97009308600433
"alpha_u"	-4.59556981053448	-2.51306350102354	-1.8010988032714	-1.40696970861408	-0.957168467661551
"alpha_v"	-2.33091667161479	-1.67232244421801	-1.48843088584308	-1.32433736262728	-1.03813242923528
"alpha_z1"	-7.6199773956796	-5.59138272468475	-4.73743823630253	-4.01144866027381	-2.95020495162933
"alpha_z2"	-0.597881499975015	-0.356384893766927	-0.230990375679316	-0.105410068032116	0.132514338840453
"pi_a"	0.352229049172306	0.408915124020082	0.43931518190363	0.470138949321391	0.528929324564521
"pi_c"	0.462573074243641	0.52225787618322	0.553407292422893	0.584254605666111	0.641343311789708
"pi_n"	0.000272819281025443	0.00208221654674064	0.00486098519404429	0.00992733728145178	0.0275363380953225
