"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0364243045476555	0.00473034968289091	0.0258941031355926	0.0471831419001039	0.0886681509582324
"alpha_b1"	-3.88508789065064	-1.33777192486777	0.0155047675336212	1.3573761530844	3.92330123406769
"alpha_s1"	-3.91560641078026	-1.32489656770401	0.0284029194467834	1.38572559492779	3.92805051791172
"alpha_u"	-1.41300256123466	-1.25452755903827	-1.17430382160443	-1.09586874151896	-0.950171702632426
"alpha_v"	-1.5762493955771	-1.40199130475297	-1.31608796206913	-1.23209709500814	-1.07799059951369
"alpha_z1"	-8.32990145239602	-6.45609949098844	-5.67048165050427	-5.01298441851846	-4.03538153001208
"alpha_z2"	-8.29983920194707	-6.45681231196936	-5.67373643512573	-5.01979528111008	-4.04836784734285
"pi_a"	0.000247436045372753	0.00156009815368975	0.00340662483751669	0.00653171258966682	0.0170806797460772
"pi_c"	0.973995435731832	0.987255800114574	0.991875020516506	0.995142884013301	0.998483074580511
"pi_n"	0.000240022509973613	0.00156132190987027	0.00341686395602823	0.00657597922387197	0.0172785668222183
