"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	0.00186131764177033	0.0338325473029131	0.0502152578395933	0.0668597765035174	0.0995325133476009
"alpha_b1"	-3.17941409125645	-2.65898787712293	-2.41020088912484	-2.17677776575244	-1.7671152617999
"alpha_s1"	-5.68302375522127	-4.75908188774254	-4.34753308729985	-3.97874759243493	-3.35882281859782
"alpha_u"	-1.61044089779095	-1.41486259440478	-1.32916773763213	-1.24944753395182	-1.10898058046864
"alpha_v"	-2.15463573847658	-1.84488531696899	-1.73382596597611	-1.63585609698805	-1.46664751410386
"alpha_z1"	-0.529159288731444	-0.408230942700972	-0.344491621115163	-0.279753416066071	-0.1557204974964
"alpha_z2"	-1.40368470382515	-1.24205972983097	-1.15800214704484	-1.07386226703163	-0.91370117503144
"pi_a"	0.129111214026406	0.145932360733118	0.155283959289423	0.164897221660889	0.18404829822146
"pi_c"	0.447663581517661	0.47839177910692	0.494268600578507	0.509819977272783	0.539237962146182
"pi_n"	0.31448588832156	0.337764090907929	0.350202711695379	0.362834848577045	0.387263343468151
