"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.00249184031258725	0.0144035349076475	0.0232565561335634	0.0321167643864089	0.0493091024222361
"b1out"	0.0341147768837076	0.0660952122484036	0.0875787884832088	0.114066181294351	0.188147233477189
"pia"	0.0277781125443419	0.0689294813328972	0.102681214353427	0.146750913548699	0.276388301461883
"pic"	0.535449878869528	0.631802537898028	0.665183930669615	0.691499474852497	0.727132027965072
"pin"	0.183951694663646	0.217127477984204	0.230038958527779	0.241607833245078	0.261673903545203
"s1out"	0.00978934103754123	0.0165628405230172	0.0211706671263929	0.0265769006663388	0.0392116428602021
"sigma_b"	0.536692707960712	0.720813998081315	0.863800085283769	1.05969071767558	1.68433463663813
"sigma_z2"	1.24658437858986	1.64170549021886	1.92739528165351	2.28996445816155	3.31282670659313
"u1out"	0.0741062721181371	0.0861830051322794	0.0927563327369209	0.0995928662081416	0.113305055830329
"v1out"	0.0535007893923778	0.0638047080060523	0.0695072944675479	0.0754203925538203	0.0873272609742076
