"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0207182717999215	0.0194207818643159	0.0466011931659329	0.0799813899212173	0.168511017219627
"b1out"	0.0902180302048497	0.112883190951616	0.125558710014766	0.138878385593913	0.165910139089129
"pia"	0.0274575602368036	0.0649263655509188	0.0964018513298248	0.13929159181668	0.290529707813712
"pic"	0.654825837873761	0.798239050379786	0.844836515735062	0.881801487981799	0.93446910014087
"pin"	0.0145639170303169	0.0329563415667772	0.0479927622672806	0.069357218511361	0.144214215387138
"s1out"	0.00765463330182617	0.0128910108263347	0.0163971940160585	0.0204954817886191	0.0298814364491788
"sigma_u"	0.474372269343832	0.608496379859208	0.706013099529639	0.83313573598183	1.20745458622956
"sigma_z1"	1.04149562066213	1.3907980720746	1.64686723474117	1.97391120748419	2.9297638767941
"sigma_z2"	1.23761895498777	1.63664528404551	1.92418516850576	2.29261669798867	3.34426461770122
"u1out"	0.0195833314771768	0.0511640507084299	0.0740104573203402	0.101362707557801	0.176092954846332
"v1out"	0.0576250057396292	0.0673184036954375	0.0727827473913479	0.078464371654125	0.0899720330268636
