"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0167817633800648	0.0236590085852244	0.0506114727357911	0.0835125838687742	0.16948282588384
"Sigma_Z[1,1]"	1.01234051421721	1.93531738421404	2.83332204497609	4.29733832050885	10.7227257621551
"Sigma_Z[2,1]"	-2.13305349248582	-0.033077096948257	0.737259814793668	1.73274197654575	5.62823634837077
"Sigma_Z[1,2]"	-2.13305349248582	-0.033077096948257	0.737259814793668	1.73274197654575	5.62823634837077
"Sigma_Z[2,2]"	1.62780319612392	3.02628957526855	4.34434774915692	6.42645027642919	14.8959574722007
"b1out"	0.0370217359651526	0.0722413407669727	0.0961094734668429	0.124927782004939	0.20024165994072
"pia"	0.0261599046914742	0.0636116898076538	0.0956515673594548	0.139112706312694	0.29323340723297
"pic"	0.623749224518825	0.792536784261137	0.84176903586433	0.879763336680288	0.930977696773364
"pin"	0.0153304442877717	0.0371058565951984	0.0541327131513444	0.0774575528028633	0.159357485938489
"s1out"	0.0138179967826758	0.0438390708820022	0.0775023121315077	0.137242148637514	0.403709771856056
"sigma_b"	0.539185165535832	0.722359133021518	0.864166595087539	1.05544908006208	1.66012456704987
"sigma_s"	1.0531722095849	1.59610989730405	2.00776129864463	2.56515302213304	4.37290820585906
"sigma_u"	0.480393532407422	0.618236166057058	0.719073210575317	0.850463882109611	1.23843142067821
"u1out"	0.0546812326890555	0.0929753283129692	0.119328854353078	0.151853274898954	0.237217338964571
"v1out"	0.0530392510232262	0.0631341242411829	0.0687356531403487	0.0745986559020836	0.0863543610127778
