"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0943614413612031	-0.00479262975140001	0.0441917595909429	0.100861490574634	0.218051722047771
"alpha_b1"	-3.87415750013105	-2.50393162991175	-1.89449645992647	-1.37805340460219	-0.581884751008048
"alpha_s1"	-4.54973423840903	-2.38154066878599	-1.41914205720725	-0.585035447475545	0.908148626302318
"alpha_u"	-3.96103191361456	-1.8054421708661	-1.37785207436331	-1.10025565122552	-0.683047068514295
"alpha_v"	-4.40532463877544	-2.34669223172158	-1.84101374687325	-1.52602100338026	-1.07187241683514
"alpha_z1"	-4.23568294362829	-3.14203397779591	-2.67045471190906	-2.25390927871529	-1.55895420762706
"alpha_z2"	-1.74047798739145	-1.27594761468666	-1.04547461246244	-0.823707051970726	-0.413515168204795
"pi_a"	0.141675338024568	0.206691875526165	0.245921551943284	0.288080619021263	0.374467063556232
"pi_c"	0.556449547878777	0.653385481213212	0.700376785682565	0.744259168318299	0.817798370475673
"pi_n"	0.0107527027304006	0.0311312266621786	0.0485271603910509	0.0708611929854479	0.128127747111133
