"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0626744956349275	0.0294906234317053	0.0812976644025379	0.133920971680645	0.23764759574215
"alpha_b1"	-3.87191819838583	-1.31638702263227	0.0393373355505627	1.39016044584887	3.929116904991
"alpha_s1"	-0.684258068305603	0.913865466851531	1.79674141748479	2.76073766162917	4.83107998950471
"alpha_u"	-1.50338151742834	-1.16009648456272	-0.996614152010653	-0.840096433435407	-0.555943108978256
"alpha_v"	-3.77362221573839	-1.73040197629783	-1.3932897106033	-1.18731030609021	-0.898399171208893
"alpha_z1"	-4.35202809456654	-3.23851459482944	-2.74261125201685	-2.32339961781685	-1.74169867038571
"alpha_z2"	-7.75024139033861	-5.7340020846572	-4.89703727448267	-4.19001193106189	-3.14353395907261
"pi_a"	0.000402300162339103	0.00300815483079717	0.00692606663283467	0.0139217443055798	0.03849415794537
"pi_c"	0.839709381095816	0.900533191985519	0.929728151763987	0.953176172514735	0.981019177457351
"pi_n"	0.0125966828101977	0.0373535064592054	0.0598899051961974	0.0882378432873873	0.147510936765584
