"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.12202301191744	-0.0558958436573621	-0.0222040722694064	0.00175373933298048	0.079284149962023
"alpha_b1"	-2.05141575815134	-1.72875883021815	-1.57507963673728	-1.42587722541602	-1.1538722538109
"alpha_s1"	-2.62631564716829	-1.49192699782236	-0.988263907873665	-0.538831838947514	0.249049391563184
"alpha_u"	-5.069304165514	-3.20024257344753	-2.45149945203208	-1.89821787116381	-1.23439040643571
"alpha_v"	-4.35887422989902	-2.26451522768829	-1.75418816366364	-1.4758094835794	-1.11244043622584
"alpha_z1"	-2.72120307311689	-2.19765864878338	-1.94529439263157	-1.7061769222597	-1.27636062399949
"alpha_z2"	-0.130759701739268	0.0848382355570017	0.199532746492548	0.317293878671071	0.548659374088
"pi_a"	0.43990085069128	0.489509169809327	0.515696250973949	0.54194125088576	0.591252771564907
"pi_c"	0.33827577708805	0.393488768655781	0.422451067081842	0.451116395208063	0.505312230153847
"pi_n"	0.030194420049163	0.0485701513835869	0.0604467126963133	0.0737639884783254	0.103179919071673
