"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0571711385241691	-0.0262955702250065	-0.0107405839911743	0.00463656956302497	0.035050268083635
"alpha_b1"	-5.13617532731304	-3.18349006374885	-2.29689653994171	-1.51372770776703	-0.231861222024491
"alpha_s1"	-5.77397483036415	-4.62232954722227	-4.11624270708056	-3.66723821942056	-2.94223609090874
"alpha_u"	-2.00105621856916	-1.77217486744848	-1.66975122470651	-1.57282241915494	-1.40060260715645
"alpha_v"	-1.9330254440821	-1.67368697791363	-1.56714815710608	-1.46919667743881	-1.29688481458704
"alpha_z1"	-0.945358478049271	-0.796315204033246	-0.718652348228968	-0.641951502796622	-0.49747253127764
"alpha_z2"	-4.75385479629853	-4.09140488167794	-3.7842377373227	-3.50080070063951	-3.02450441801627
"pi_a"	0.00578575233760621	0.0111392269955281	0.0150483894242689	0.0198034782072732	0.0312502960757182
"pi_c"	0.610274227093415	0.644286473045805	0.661607118251944	0.67870224849135	0.710253250010855
"pi_n"	0.275517955837782	0.305910757900423	0.322467589902839	0.339231381617796	0.371783627061641
