"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.00323642954410433	0.0135090854894281	0.0222758120846454	0.0311355082732369	0.0482903177395556
"alpha_z1"	-4.29076271364241	-3.30520577460204	-2.85512342470258	-2.42849495976365	-1.48974879724432
"alpha_z2"	-3.74258074709187	-2.68223734577573	-2.20407460452993	-1.73152312975086	-0.664986605152925
"b1out"	0.0822880065042179	0.101533076884564	0.112531264668462	0.124178009444318	0.148018496655209
"pia"	0.0215531047609227	0.0600566554133578	0.093341708590903	0.141974325957856	0.324540852716546
"pic"	0.613387343923353	0.79397512487181	0.845913277742732	0.885908034563775	0.940985083520902
"pin"	0.0116259679517967	0.0309608286054497	0.0480211034591883	0.0721259277298186	0.1654179810385
"s1out"	0.0119490266609079	0.0488064759868977	0.0980736500107744	0.199584061628998	0.652372878854476
"sigma_s"	1.31830883814459	2.19594194005373	2.94435564833484	4.09281784207901	8.87184245673566
"sigma_z2"	1.35940158699169	1.87048482404519	2.26187545676238	2.7820089509627	4.37417587379039
"u1out"	0.0720048510793736	0.0840927484849142	0.0907277705401482	0.0976085387686232	0.111494657867362
"v1out"	0.0527842399248669	0.0628079699140102	0.0683888315058501	0.074197164419331	0.0859846076240191
