"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.00752251730423197	0.00909404558221499	0.0178785466661585	0.0266679550613463	0.0436775820114439
"b1out"	0.0821099827367897	0.101602448485853	0.112696410305821	0.124303070848063	0.148347976910337
"pia"	0.0275185348565544	0.064868841658733	0.0955758777372145	0.137193955169668	0.277157760084186
"pic"	0.673157721449929	0.803639950948663	0.847535806304907	0.882089138826898	0.933199730212786
"pin"	0.0129420000229641	0.031734770950112	0.0476812167839265	0.0688503423356952	0.133836638087713
"s1out"	0.0076144311919709	0.0128688653469915	0.0163921003296301	0.020491128250234	0.0298651750988571
"sigma_z1"	1.04309767565738	1.3929153238547	1.64821682347972	1.97537707909272	2.92568698324368
"sigma_z2"	1.23654466618309	1.63329086285929	1.9190221345777	2.28211055644715	3.31511762762756
"u1out"	0.0718649707968007	0.0839713719091859	0.0906530136244234	0.0975851277346348	0.11144991788276
"v1out"	0.0575975431022649	0.067309800901803	0.0727285371139002	0.0783805174714669	0.0899669487241817
