"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.124843239367244	-0.0461328338582279	-0.0169278777956853	0.0068959930637146	0.0417463919249485
"b1out"	0.0822767376578928	0.101643953691166	0.112718632563118	0.124329620131769	0.148170475474845
"pia"	0.0269556530256637	0.0648750612271148	0.095806484327484	0.139153227056167	0.278122352324518
"pic"	0.663376115465049	0.798243038159247	0.844911420975373	0.881152381364433	0.930631598862396
"pin"	0.0145025664039945	0.0339940921891044	0.0496929977814017	0.0712758801034454	0.141840969314456
"s1out"	0.0101789465271763	0.0173046527999962	0.0221688806854956	0.0278348604227279	0.0409642068384981
"sigma_v"	0.451119028557513	0.56831223097408	0.651799681498005	0.757405263154898	1.05179015569393
"sigma_z1"	1.03101897762154	1.37744548371598	1.63189098339237	1.95864099063742	2.90969338618761
"sigma_z2"	1.23755209520291	1.63358070509104	1.91944260074924	2.28529100585866	3.33028077335845
"u1out"	0.0720346801402357	0.0840653755404755	0.0906639124008007	0.0975906012824086	0.111334919911266
"v1out"	0.0245644523555495	0.0503853716514388	0.0686361052155463	0.0915060496144399	0.15481451621269
