"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.0916317099308021	0.000574985666430161	0.0407504669335776	0.0816456269109497	0.176615747466578
"b1out"	0.036492079896947	0.0701849202925143	0.0929200866864743	0.120582164234775	0.192418176695167
"pia"	0.0288108955124261	0.0695003716702724	0.103377607451619	0.14930647139921	0.299665726740205
"pic"	0.518376153153267	0.629807791801735	0.664597401630185	0.690872555329197	0.725928533065534
"pin"	0.178921125898906	0.216508048259607	0.229878226944369	0.24149058292571	0.261338476606903
"s1out"	0.0184850268150504	0.0493562102692244	0.0773406875817688	0.117824701112616	0.245866648963125
"sigma_b"	0.536078231208774	0.717603614919881	0.857888260402452	1.04605883745253	1.64105411876163
"sigma_s"	0.878522064747683	1.22993663653221	1.47840868666478	1.79441597473032	2.71588433223015
"sigma_u"	0.48610370185996	0.628329992349727	0.734522345330131	0.872576529531643	1.27788132925673
"sigma_v"	0.483269816856099	0.629616947171273	0.740492693094127	0.887453722949675	1.34732874811481
"sigma_z2"	1.25285441926268	1.64761906726396	1.93231351700448	2.29608527470399	3.32669960598351
"u1out"	0.0533292763296076	0.0919080682154741	0.119272526059165	0.153679160808223	0.245217785611194
"v1out"	0.022788768874601	0.0541542168929657	0.0779268610372761	0.108242494876591	0.194255079450503
