"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	0.0162705960629726	0.0337337645600309	0.0428029115727402	0.0519032159273244	0.0691324224493035
"b1out"	0.0825477291118015	0.101204291118209	0.111892781178112	0.123160313974462	0.14595176935479
"pia"	0.028387791232642	0.0691813970592371	0.102200143236799	0.147680683513715	0.285840397327402
"pic"	0.52865135740431	0.631199802955748	0.665733293374825	0.691651739830371	0.72688330230166
"pin"	0.181418593701925	0.216586097988509	0.229704191040098	0.241312295348382	0.261260494081008
"s1out"	0.0247264800091671	0.0582412932484596	0.0851840893429021	0.121970340303932	0.234798501145306
"sigma_s"	0.892602152410798	1.21139289894766	1.43968859166082	1.73412397354125	2.58498870949974
"sigma_z2"	1.25054381815877	1.64342317592715	1.92803850808595	2.29214010855115	3.32481479978382
"u1out"	0.0724574762223222	0.0843115259169837	0.0908997902344133	0.0977230140755759	0.111460858563251
"v1out"	0.031553586519125	0.0420281210922731	0.0480019014870683	0.0542976099336049	0.0673932474877375
