"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.0943614413612031	0.0495926223519035	0.0441917595909429	0.218051722047771	0.0796604409436817
-0.12202301191744	-0.0246743891924573	-0.0222040722694064	0.079284149962023	0.0490190549987635
-0.127196982259615	-0.0220399656757581	-0.0290610840424307	0.112270820535804	0.0606464706416437
-0.0758821078747352	0.0719144245462286	0.0710557706730282	0.223799020140735	0.0761681146632463
-0.0626744956349275	0.0826767853811413	0.0812976644025379	0.23764759574215	0.0769256762294264
-0.0364243045476555	0.0259877641919002	0.0258941031355926	0.0886681509582324	0.0317883143183319
-0.278128628001412	0.0145689203902166	0.000245725495123447	0.40253239721085	0.156869899905869
0.00186131764177033	0.0503830614213213	0.0502152578395933	0.0995325133476009	0.0247926627780834
-0.0571711385241691	-0.0108683547666385	-0.0107405839911743	0.035050268083635	0.023375317241834
-0.1337935297487	0.00162773073521549	6.40846788081039e-06	0.145346326972446	0.0652438216487603
