"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.101713578345177	-0.0182185202356121	0.0196600581149977	0.0584568948948348	0.147914432301202
"b1out"	0.0434268360997417	0.0838814247666311	0.111891801927248	0.146442798466093	0.238383817039391
"pia"	0.163296806483761	0.17997989515334	0.188159263789639	0.196337334923271	0.212144719090242
"pic"	0.692674807258855	0.746198795319913	0.763662888448525	0.777966804675638	0.800208428424352
"pin"	0.0130722330788237	0.0311242859063371	0.0459487372253215	0.0658317564492168	0.132236589082905
"s1out"	0.0157373766065362	0.0473052072335315	0.0813740244116772	0.139347910897194	0.392108098531056
"sigma_b"	0.545647031526926	0.734631866737644	0.880319315345191	1.07425721349629	1.6668209541701
"sigma_s"	0.931189645852541	1.4416267574675	1.82833563371673	2.34672556923778	3.9997101796183
"sigma_u"	0.471745210565649	0.603100005950141	0.699330677368095	0.823143832337733	1.18419681294785
"sigma_v"	0.450139377532303	0.569499715964189	0.655209494030225	0.764963796861994	1.07430446575709
"sigma_z1"	1.05860133720233	1.41259097158585	1.67357861675336	2.01299054690496	2.99859068397227
"u1out"	0.0532440629121391	0.0927235232949316	0.119691076186142	0.151938718555022	0.236055526411249
"v1out"	0.045922343108822	0.0767680404007102	0.0988613476708966	0.126477346044712	0.203456350578317
