"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.930918345508008	-0.56121075748163	-0.556428208954854	-0.215368790007729	0.182863422865326
-0.473928444601825	-0.172177173979576	-0.172409716073538	0.130169542626979	0.152409183502462
-0.631360314345903	-0.387389814434322	-0.385078266436951	-0.157878084828904	0.119761436376506
-0.459260138068121	-0.218332916222929	-0.216596595533465	0.0156571139994983	0.12032739019887
-0.804321371152177	-0.573949794037757	-0.574087994722435	-0.342396997633406	0.118998582821282
-0.96302661316502	-0.687692238825937	-0.68679238351798	-0.414416754730275	0.14210131198684
-0.451567651549993	-0.250402963943464	-0.251497301204718	-0.0426911450063343	0.103814586019367
-0.591340326410651	-0.346537660170602	-0.344624492438384	-0.10853650780711	0.122973595715237
-0.798114932717386	-0.629987104107912	-0.631749342002181	-0.451871167832764	0.0885208290897392
-0.786116756507896	-0.534753521873164	-0.533741082698904	-0.289161143203157	0.127388613642752
-0.747040982777615	-0.521946256244697	-0.525570693914927	-0.276747611460244	0.119235645596892
-0.488478216786476	-0.290125361753852	-0.290386813080263	-0.0894757592043531	0.101557455451575
-0.660835535842541	-0.461153614161531	-0.462793537994726	-0.251317799485219	0.105459311754535
-0.999090742757067	-0.887557517569513	-0.89961574980542	-0.69936459984167	0.0858087554852915
-0.696533100883101	-0.443007710014289	-0.440074824821166	-0.20529038390232	0.124580382003894
-0.780291662731987	-0.45736376325066	-0.451383163802079	-0.166354471948492	0.154668090170178
-0.755799784246319	-0.517476505928274	-0.514378535908673	-0.292424039213357	0.118484205626414
-0.821446132148473	-0.594586605906851	-0.595874795214096	-0.36221682350422	0.116821043918497
-0.374780175960302	-0.163015749789424	-0.164206251385653	0.0545329566523744	0.109082112462827
-0.43986651336867	-0.219801580213278	-0.220319073374254	0.00347626265071506	0.112652558280527
