"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.836841789126617	-0.666720048526805	-0.667630833676232	-0.492168125626436	0.0875006684422286
-0.847306962284065	-0.64092820026651	-0.641294319541674	-0.434009880275608	0.105201463904994
-0.811011050439042	-0.58641393085366	-0.582445105992466	-0.386488090775353	0.107191961267358
-0.459207063766028	-0.217645862996366	-0.215958720359157	0.0140361429062669	0.119825953686815
-0.527582884798547	-0.286051264868443	-0.28516897241901	-0.0495983156582762	0.121106086128074
-0.989798108008358	-0.804802711681108	-0.809292847813667	-0.584613840572006	0.106508345064987
-0.442291921501863	-0.204470496625737	-0.204650535444287	0.0338671368787574	0.120960265730965
-0.478794752387512	-0.280167627240985	-0.278856290922397	-0.088921270308239	0.0988590052520843
-0.542417208429611	-0.323687620979771	-0.32275174569096	-0.110778957680591	0.10970350246351
-0.709481880598838	-0.457255298672112	-0.453598438806194	-0.22014997442637	0.12552290905287
-0.929410578534064	-0.700392382510223	-0.700384958412752	-0.477719382824855	0.112726756895756
-0.605296924161749	-0.356259647205431	-0.35427129841882	-0.119091325530705	0.12347121890395
-0.827042356498197	-0.634969332744636	-0.636738929782249	-0.434509647604698	0.0994682748282945
-0.583493079114367	-0.361439417032613	-0.360095060600208	-0.146991524288018	0.110926792119473
-0.435859349488802	-0.184288870912677	-0.182003769764532	0.0518616525180312	0.123319982013515
-0.503325194252767	-0.226198988915716	-0.230311696889758	0.0729894759313334	0.146272163266098
-0.723905649517134	-0.450407429929828	-0.445882108608118	-0.205773107834402	0.130483940188132
-0.848477614369365	-0.58352103396874	-0.577636002401943	-0.350583490666835	0.126153304876365
-0.788291041609987	-0.638769403141055	-0.6416635674277	-0.474020775988021	0.0800305422969462
-0.72420374862802	-0.491901415600299	-0.488560551813517	-0.276888814545709	0.113224930212615
