"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.657114522483338	-0.441321585348233	-0.439975989846764	-0.234099694945094	0.107280704801408
-0.668463919874688	-0.425866322757023	-0.423144413629117	-0.197541377740096	0.119456591792081
-0.960129333590831	-0.685941128635147	-0.686212863634703	-0.414420706118814	0.138840063709433
-0.527729531938216	-0.336509122574151	-0.336605637361586	-0.14427793793799	0.0975391784895644
-0.0920402856370819	0.123573146096933	0.120599704053047	0.35607017059632	0.113668066697234
-0.385910584544646	-0.134643531260223	-0.136708157432889	0.127977764883745	0.130175039649052
-0.671680780615186	-0.399205169017139	-0.396321333881993	-0.145890065519218	0.132563854264466
-0.994355149388791	-0.805422201993176	-0.808955610048704	-0.573253889954326	0.112692658141106
-0.757633080185177	-0.537294968633343	-0.543197605188534	-0.285278604881175	0.121101602719062
-0.841843385477374	-0.494175725398809	-0.48616189637468	-0.188310057613377	0.165127862779067
-0.458924048502397	-0.227777278746659	-0.229480487538978	0.0142504414221777	0.121376146671001
-0.708107079003644	-0.475840470819773	-0.473409917700869	-0.256515874645462	0.1145902115326
-0.89489541337813	-0.556828871914412	-0.557508693998975	-0.224026961381485	0.168263718514701
-0.511325934737996	-0.268365550021134	-0.269476695927508	-0.0201338027006199	0.1246408350432
-0.656238695915611	-0.47184316177939	-0.475025428198378	-0.270223848120545	0.0983885433224164
-0.390364774657965	-0.153399476972296	-0.154608526070239	0.0913275952987787	0.122492997005781
-0.725205432209716	-0.47935852737999	-0.478833988750251	-0.235941330765602	0.125359185681168
-0.809028164351028	-0.553129900814686	-0.547502653776225	-0.326810599368458	0.122295247901403
-0.697832506526636	-0.483451699594676	-0.487247480290923	-0.248119382356385	0.114856784629735
-0.658007248993153	-0.419323045097314	-0.416876156035665	-0.194769297093617	0.117630267255078
