"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.847714974613014	-0.579097180737664	-0.577823147184884	-0.316174205434373	0.136569936947833
-0.812048384808476	-0.532656703648141	-0.5296706266124	-0.26410211585043	0.140330352416445
-0.384709135970372	-0.12223490575876	-0.125417965752848	0.161525334687356	0.138550286303947
-0.767189854917413	-0.55493330932872	-0.551737417280319	-0.360807288576908	0.103110621510153
-0.57100763116931	-0.336530661412271	-0.334619406435464	-0.113053756086986	0.115888956872303
-0.78318913349302	-0.554890022930365	-0.553314665078514	-0.3319401269602	0.116193709151589
-0.650221286284333	-0.41672842721591	-0.414476151830391	-0.198073740827337	0.114296968442184
-0.640466184144042	-0.392095520961112	-0.389837609122044	-0.157486890944992	0.122239672212988
-0.65873012148906	-0.436527776574264	-0.434629403156508	-0.22744415368287	0.109291353836136
-0.82724498378578	-0.572949009455127	-0.568444177192683	-0.343328753048415	0.122536329253445
-0.754696938850726	-0.520812647395828	-0.519222383619205	-0.292342661552618	0.118423917829476
-0.489237509039803	-0.226775900864773	-0.227802946052017	0.0409363954214214	0.134205971924265
-0.530618766819373	-0.321945504531003	-0.321591991303855	-0.114988439051535	0.10564981003247
-0.580557663768476	-0.295563721149911	-0.30014126885537	0.0188064915470452	0.154180016277504
-0.815596440520519	-0.496238764708802	-0.4918518043493	-0.200957611878716	0.156837567231993
-0.683344236420817	-0.394035148757117	-0.39138198096119	-0.121933856942498	0.141604262900238
-0.526026346844279	-0.329233265667034	-0.329288481525758	-0.131780031791245	0.100112799193242
-0.950749384402414	-0.700432473453778	-0.700536800748559	-0.450744894858147	0.128038355631095
-0.483969608428929	-0.259306235891092	-0.259377658316918	-0.0347758053581458	0.114180983571375
-0.943752822443793	-0.605199586685304	-0.600132381350767	-0.288240115089143	0.168881079198459
