"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.514712728927303	-0.254041033225827	-0.253371298089546	0.00267617738440836	0.131079389641745
-0.166635868660239	0.0495060206282506	0.0479964695756249	0.274834386260071	0.111961773427015
-0.801830993026034	-0.624708212963709	-0.626533914447205	-0.438088564611093	0.093393475563217
-0.378678325383158	-0.10495109618515	-0.10789747071443	0.189653277026764	0.144334945094616
-0.495914943741547	-0.200563076213727	-0.20120730395097	0.0971922444374306	0.149834338433901
-0.699046458276428	-0.458205796925608	-0.455596006126961	-0.229912079057322	0.119268151277535
-0.644790681381123	-0.425267551303168	-0.424538631365706	-0.211683834966119	0.10983186615369
-0.455373655077424	-0.218676087373245	-0.22038365251231	0.0335167505293128	0.125671066738674
-0.329890710137481	-0.106553962043894	-0.108801871734342	0.129651441308321	0.116747166570042
-0.836884317130855	-0.609172338623949	-0.609126937574393	-0.381209950653532	0.116625408390255
-0.517697056297774	-0.29670627810164	-0.297078049936387	-0.0741123178258831	0.112501530183936
-0.43069297530988	-0.157878830604087	-0.159206147050924	0.121100822325202	0.139989919364874
-0.668947797358119	-0.453411057774082	-0.45151625804685	-0.249032136092006	0.106475046744099
-0.760523336227869	-0.557227002774717	-0.56014576802618	-0.337934883500555	0.107400360901993
-0.512501653809186	-0.248907908860341	-0.247096657568011	0.0034603966407514	0.130385311558811
-0.677778473018996	-0.433047279002403	-0.429510225898198	-0.210817648276484	0.118155179147851
-0.542409591406906	-0.279323971537605	-0.278007638702629	-0.0248413019382851	0.131295047368091
-0.919438932041583	-0.615759759245747	-0.616780599706571	-0.314971272118639	0.15066546881883
-0.507799160372896	-0.251167412575444	-0.250948372344063	0.00284103478629687	0.129469334935296
-0.793145056683054	-0.605779910096622	-0.607637738982492	-0.407919735463141	0.0976061738669168
