"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.874864934823107	-0.599347995012208	-0.593058296278669	-0.353598037362867	0.132867271959194
-0.911541379610193	-0.578153405069486	-0.574269620037494	-0.264853384305489	0.165045923469599
-0.612907175866499	-0.366148540202323	-0.364520645088119	-0.123546934935657	0.124965754540603
-0.68725580823569	-0.460684112326939	-0.457257676311822	-0.25498771415201	0.109431564920563
-0.791801404157854	-0.524465321756005	-0.520003313841003	-0.277978990424943	0.130729079793694
-0.583901813348767	-0.354425892481612	-0.353054057492051	-0.133170201238983	0.114038379723118
-0.579886072619855	-0.332691798358158	-0.331453574665577	-0.0929582754198812	0.123409370077848
-0.643203543419621	-0.343676881928639	-0.340749501108059	-0.0609337570160454	0.14727739563068
-0.448228980107411	-0.265438510536474	-0.266915579196264	-0.0755704214448494	0.094888590154819
-0.552191904762566	-0.342704393012091	-0.341984429845336	-0.136866823491663	0.105543379651658
-0.661228242486966	-0.423267521656437	-0.421379808500448	-0.196554998622971	0.11732937597131
-0.452301181539953	-0.201801278988074	-0.201795989888828	0.0472933525700211	0.127195718633528
-0.576342994901429	-0.278358337354134	-0.277009903069451	0.0112406080047641	0.14799305310639
-0.587735977409594	-0.351477670310922	-0.349462512338256	-0.126271332362238	0.117058691055424
-0.692871936951546	-0.419290509072974	-0.416078292155101	-0.163266596266199	0.134506235505594
-0.838299555705161	-0.532728763770378	-0.526010929711342	-0.257563398811178	0.148484679106672
-0.654622940502736	-0.416162783652797	-0.414634455315647	-0.186654837954904	0.118318370568834
-0.733309880663372	-0.515559160701185	-0.519209601424222	-0.27822367395697	0.117158875391893
-0.57755436634001	-0.386346556631314	-0.386063280398665	-0.196321741762698	0.0968352056552834
-0.553575318121326	-0.327185835184179	-0.326964724176397	-0.102520573602254	0.114134681352812
