"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.895655752533069	-0.664284588715442	-0.659296598526643	-0.456557071223048	0.111600966757145
-0.33142725862923	-0.106781887674147	-0.110507622343381	0.138663564257969	0.119727607659244
-0.763637647634576	-0.514694910181067	-0.510862509764158	-0.284278656370975	0.122180084521855
-0.580630691465193	-0.292165223355125	-0.290307001493359	-0.0104884121349386	0.144517898890792
-0.971832688395399	-0.724081027438858	-0.725821527937787	-0.464647343353886	0.131665205301001
-0.487944464624964	-0.280872790942862	-0.281869861035411	-0.069629367714358	0.106221152913799
-0.762887297246055	-0.510389450478899	-0.506228841248126	-0.282886384781351	0.121131614183968
-0.86165766246686	-0.587670348987037	-0.588478859634186	-0.314630317627875	0.139076777802735
-0.577473515199323	-0.365891524360139	-0.365141092063199	-0.158777894099026	0.106638508988052
-0.583338995594933	-0.302383713413909	-0.299295031654833	-0.041514002635367	0.137250807610179
-0.641055117248838	-0.368672998321233	-0.365616146279023	-0.114592976447464	0.133234470768982
-0.559635703654478	-0.339369983594034	-0.339181617259465	-0.121446537919196	0.111088128833071
-0.658070431399658	-0.419579667196088	-0.416738953886758	-0.197611989985411	0.116626892532614
-0.916820502093181	-0.612358961000853	-0.610630739586806	-0.320283248078986	0.152317745017475
-0.513144359300306	-0.264687671198828	-0.263979009405526	-0.0223863092943107	0.124415002679202
-0.587256727992382	-0.351135399172994	-0.349339301823814	-0.126524569769092	0.116821146177234
-0.825918168851265	-0.541033344553303	-0.533823388523224	-0.296392414732467	0.133427224484767
-0.536439562742344	-0.272559674092762	-0.2734851476886	-0.00563293975432396	0.134202240979973
-0.73525227000294	-0.502492680438883	-0.500485622150573	-0.2821494432071	0.114345281780563
-0.650464889323566	-0.401564485952734	-0.399736275905423	-0.164417703608053	0.122911115085247
