"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.615472941357331	-0.370774987317896	-0.368568075598904	-0.139143464395113	0.12073252747641
-0.819818816377837	-0.60993052843799	-0.607620996660648	-0.413382675217087	0.10326287986989
-0.812149186839728	-0.521173342916673	-0.517412312022211	-0.251365132146575	0.142103193777181
-0.797284890973473	-0.521788517236344	-0.516154602149223	-0.277978176328645	0.131061282985643
-0.840866886219158	-0.607160732071548	-0.603465738607493	-0.39574304561162	0.11239892224636
-0.476667129528729	-0.243593582165264	-0.244183420096109	-0.00839816298831772	0.118914460567699
-0.793425511423464	-0.58560914916259	-0.587956926068154	-0.363949242592342	0.108869711219278
-0.320130442066128	-0.0534182792761665	-0.0550201388721916	0.222780935212304	0.136706344323778
-0.660801780305208	-0.486657496617914	-0.490219886556752	-0.292137930291073	0.0939551670172941
-0.945713615671935	-0.704883680429674	-0.703442606246203	-0.479161162800001	0.115580020537561
-0.843287280042882	-0.603607480834991	-0.599747345278013	-0.382427019091533	0.117856049214241
-0.44021461920586	-0.224590192494623	-0.224942503219258	-0.00699822746188201	0.110271886571978
-0.747712469841146	-0.48418579972994	-0.479342043603969	-0.250430475354036	0.12502448305468
-0.640197636112215	-0.417324911133258	-0.416312290249135	-0.201288491029764	0.1113461092146
-0.786438669585757	-0.554526765259085	-0.55709095069755	-0.309873184422602	0.121284098171163
-0.607142372240077	-0.358362720035891	-0.355305300369378	-0.127135161044068	0.12129338452591
-0.990688102461775	-0.765579951625427	-0.768174541389653	-0.502566762452029	0.129272417004866
-0.77788305337384	-0.560112750818571	-0.557775022717833	-0.350145616259619	0.10988122198392
-0.727211481424643	-0.492602237080024	-0.490076685004911	-0.273061416549191	0.115138223424691
-0.980456186472093	-0.715383632804918	-0.719945332679971	-0.419864058005945	0.147548488208268
