"Lower"	"Mean"	"Median"	"Upper"	"SD"
-0.727349310183381	-0.471592026979492	-0.47009828068468	-0.218343223314033	0.130596616738177
-0.990537103129203	-0.805854130291891	-0.803952648316069	-0.617879662316625	0.0963019477244524
-0.753970276760956	-0.547946765483922	-0.553645214340432	-0.313413822677516	0.112141034028575
-0.998687555201188	-0.863891247606847	-0.878552048933454	-0.639119147504377	0.102016592728666
-0.182129044362237	0.0435276643160057	0.0411183760372795	0.282354709896294	0.117510048192101
-0.040800449977205	0.24651964334892	0.242296446215369	0.549178999284118	0.152124304158555
-0.5743807700227	-0.338734400671219	-0.337366027871214	-0.112703340137822	0.116890159254587
-0.678551382020867	-0.428870008785435	-0.427460287413414	-0.187431006074824	0.12445783934512
-0.186425552759981	0.0925662567264049	0.0917068347284571	0.362684894190057	0.140683600364911
-0.633191095639319	-0.427386157382538	-0.426580336919839	-0.22590908890523	0.103455487816554
-0.466342011668181	-0.202807497711133	-0.204315075202929	0.0689253088005311	0.135586981003444
-0.56442668074608	-0.301160253097892	-0.301711541734505	-0.0356539015176649	0.133734669369272
-0.955683894068547	-0.651433205471024	-0.649988824309766	-0.351043768908218	0.155927997010831
-0.569697010723648	-0.32505754815631	-0.324843200417565	-0.0807555005302356	0.123858869147688
-0.478773724082992	-0.226422432095447	-0.228487548729739	0.0407001697317918	0.131930209681016
-0.230642771327238	-0.0219503249747344	-0.0217667734795502	0.187782980137156	0.106334953720664
-0.470538209214125	-0.23433711936053	-0.235607151209865	0.00997743051186775	0.12207544917705
-0.247389450081489	-0.00156755664301389	-0.00552799389995146	0.267661635218947	0.130143191108176
-0.177598472188758	0.0319629045739549	0.028319771775719	0.263854601722288	0.112295472457079
-0.766338981443587	-0.536069164161246	-0.531915740580827	-0.329126123185913	0.110434373274944
