"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.71823379372909	-0.322152028392897	-0.16174018230224	-0.010829385765247	0.185345109190523
"alpha_b1"	-3.27710357961543	-2.18913854489877	-1.71618154492131	-1.31516757686704	-0.663494142902633
"alpha_s1"	-2.18676674408819	-1.81820694623684	-1.63508094208418	-1.46564279395421	-1.18667903669296
"alpha_u"	-4.06566697917034	-1.82579393991859	-1.31688743330447	-1.01539124318977	-0.557155880409442
"alpha_v"	-3.57294002027702	-1.18910062240409	-0.629425340366105	-0.21490257859883	0.860247170831843
"alpha_z1"	0.762970560889693	1.04832455164458	1.21783148040142	1.40718140470688	1.85524195027525
"alpha_z2"	-1.34407979916276	-0.864483557804553	-0.604167031850937	-0.324561336991669	0.279455606634522
"pi_a"	0.0682181306541123	0.0949581290544846	0.11119135370103	0.129066413476591	0.166968879160051
"pi_c"	0.115624382791721	0.172748423281213	0.202957433280182	0.232747468195868	0.289320074715889
"pi_n"	0.612853139170597	0.660539300096132	0.684856192344879	0.709055380855581	0.752426794103928
