"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.139578379626259	-0.0749499537939522	-0.0407246363760978	-0.00560465296954894	0.0684455905154196
"b1out"	0.0734145419107402	0.0911361516052346	0.101423791923257	0.112365264862537	0.134877711640442
"pia"	0.0719293635307016	0.0870914115296879	0.0958494024431159	0.105484925723891	0.126332174048912
"pic"	0.128271845379222	0.146071030000577	0.156060412234411	0.166320788374322	0.187812742593894
"pin"	0.699527476180152	0.73178639710893	0.747331983946555	0.762499657987279	0.790580087240159
"s1out"	0.136336846528306	0.144606070220046	0.149109784254603	0.153738809665579	0.163186127840119
"sigma_z1"	0.37492923222019	0.446683673731518	0.493444115182329	0.547391042321241	0.678486657457519
"sigma_z2"	0.398013154925196	0.479028077115976	0.531830477908239	0.594921478736942	0.748953049437562
"u1out"	0.0693725511032863	0.0935213521756893	0.106018581033222	0.118618041587738	0.143494900239908
"v1out"	0.0445826130808803	0.114420762227979	0.146782152751983	0.178647447403463	0.23865796775506
