"2.5%"	"25%"	"50%"	"75%"	"97.5%"
"CACE"	-0.473494166533143	-0.0908934429604277	0.00613193923462262	0.105936682121924	0.314760692532367
"alpha_b1"	-2.51028546113136	-1.71214580196821	-1.36755017412859	-1.05844134796696	-0.520324065639449
"alpha_s1"	-2.61117810437256	-2.24471264788788	-2.08101403629415	-1.93172772504804	-1.67129187000287
"alpha_u"	-4.26791193502865	-2.04875858007595	-1.3333349701255	-0.923520688009546	-0.306134931189789
"alpha_v"	-4.5838572661467	-2.40782540842605	-1.52723420832817	-0.907221835726232	0.165925519418835
"alpha_z1"	1.04725532024562	1.37329129773269	1.57699835377447	1.81638280819933	2.48604062546872
"alpha_z2"	-0.91403551412834	-0.434676450343511	-0.155827663645019	0.155875941391846	0.963611440509714
"pi_a"	0.0842867593275452	0.111713306995738	0.128078288473972	0.145652927653661	0.182868537076793
"pi_c"	0.0641527390400945	0.12055286373011	0.149349995306488	0.177934983518019	0.23226876814682
"pi_n"	0.653031303801463	0.698949034088726	0.722118208591949	0.74453275628193	0.785291557741596
